UTC, LocalTime, airmass, obs_frac
2022-09-30 05:50:00.000, 2022-09-29 23:50:00.000, 2.079021289440873, 0.18181818181818182
2022-09-30 06:00:00.000, 2022-09-30 00:00:00.000, 1.9862478889093236, 1.0
2022-09-30 06:10:00.000, 2022-09-30 00:10:00.000, 1.9052763059458817, 1.0
2022-09-30 06:20:00.000, 2022-09-30 00:20:00.000, 1.834378117323232, 1.0
2022-09-30 06:30:00.000, 2022-09-30 00:30:00.000, 1.7721702573926288, 1.0
2022-09-30 06:40:00.000, 2022-09-30 00:40:00.000, 1.7175354787014232, 1.0
2022-09-30 06:50:00.000, 2022-09-30 00:50:00.000, 1.6695641248938036, 1.0
2022-09-30 07:00:00.000, 2022-09-30 01:00:00.000, 1.6275108821822497, 1.0
2022-09-30 07:10:00.000, 2022-09-30 01:10:00.000, 1.5907622465226157, 1.0
2022-09-30 07:20:00.000, 2022-09-30 01:20:00.000, 1.5588117840763864, 1.0
2022-09-30 07:30:00.000, 2022-09-30 01:30:00.000, 1.5312411483671649, 1.0
2022-09-30 07:40:00.000, 2022-09-30 01:40:00.000, 1.507705414191164, 1.0
2022-09-30 07:50:00.000, 2022-09-30 01:50:00.000, 1.4879216974849463, 1.0
2022-09-30 08:00:00.000, 2022-09-30 02:00:00.000, 1.471660315766502, 1.0
2022-09-30 08:10:00.000, 2022-09-30 02:10:00.000, 1.4587379463063055, 1.0
2022-09-30 08:20:00.000, 2022-09-30 02:20:00.000, 1.4490123855098018, 1.0
2022-09-30 08:30:00.000, 2022-09-30 02:30:00.000, 1.4423786208498095, 1.0
2022-09-30 08:40:00.000, 2022-09-30 02:40:00.000, 1.438766008129222, 1.0
2022-09-30 08:50:00.000, 2022-09-30 02:50:00.000, 1.4381364102710932, 1.0
2022-09-30 09:00:00.000, 2022-09-30 03:00:00.000, 1.4404832052544199, 1.0
2022-09-30 09:10:00.000, 2022-09-30 03:10:00.000, 1.4458311147685068, 1.0
2022-09-30 09:20:00.000, 2022-09-30 03:20:00.000, 1.4542368452801753, 1.0
2022-09-30 09:30:00.000, 2022-09-30 03:30:00.000, 1.4657905726774818, 1.0
2022-09-30 09:40:00.000, 2022-09-30 03:40:00.000, 1.4806183435771076, 1.0
2022-09-30 09:50:00.000, 2022-09-30 03:50:00.000, 1.4988855141536592, 1.0
2022-09-30 10:00:00.000, 2022-09-30 04:00:00.000, 1.520801405053986, 1.0
2022-09-30 10:10:00.000, 2022-09-30 04:10:00.000, 1.5466254239077095, 1.0
2022-09-30 10:20:00.000, 2022-09-30 04:20:00.000, 1.5766750023956964, 1.0
2022-09-30 10:30:00.000, 2022-09-30 04:30:00.000, 1.6113358230993418, 1.0
2022-09-30 10:40:00.000, 2022-09-30 04:40:00.000, 1.6510749874487876, 1.0
2022-09-30 10:50:00.000, 2022-09-30 04:50:00.000, 1.6964580224050176, 1.0
