UTC, LocalTime, airmass, obs_frac
2022-09-23 12:00:00.000, 2022-09-23 06:00:00.000, 1.9399400217049096, 0.7272727272727273
2022-09-24 06:20:00.000, 2022-09-24 00:20:00.000, 2.043047547273516, 0.5454545454545454
2022-09-24 06:30:00.000, 2022-09-24 00:30:00.000, 1.9546570541623192, 1.0
2022-09-24 06:40:00.000, 2022-09-24 00:40:00.000, 1.87740801376564, 1.0
2022-09-24 06:50:00.000, 2022-09-24 00:50:00.000, 1.8097048725547704, 1.0
2022-09-24 07:00:00.000, 2022-09-24 01:00:00.000, 1.7502663256827233, 1.0
2022-09-24 07:10:00.000, 2022-09-24 01:10:00.000, 1.6980542085147423, 1.0
2022-09-24 07:20:00.000, 2022-09-24 01:20:00.000, 1.6522211619285567, 1.0
2022-09-24 07:30:00.000, 2022-09-24 01:30:00.000, 1.6120715770791911, 1.0
2022-09-24 07:40:00.000, 2022-09-24 01:40:00.000, 1.5770320966985956, 1.0
2022-09-24 07:50:00.000, 2022-09-24 01:50:00.000, 1.5466291052453514, 1.0
2022-09-24 08:00:00.000, 2022-09-24 02:00:00.000, 1.5204714089196272, 1.0
2022-09-24 08:10:00.000, 2022-09-24 02:10:00.000, 1.4982368276517481, 1.0
2022-09-24 08:20:00.000, 2022-09-24 02:20:00.000, 1.479661780675821, 1.0
2022-09-24 08:30:00.000, 2022-09-24 02:30:00.000, 1.464533199578405, 1.0
2022-09-24 08:40:00.000, 2022-09-24 02:40:00.000, 1.4526822828237347, 1.0
2022-09-24 08:50:00.000, 2022-09-24 02:50:00.000, 1.4439797367321905, 1.0
2022-09-24 09:00:00.000, 2022-09-24 03:00:00.000, 1.4383322451647256, 1.0
2022-09-24 09:10:00.000, 2022-09-24 03:10:00.000, 1.4356799843075072, 1.0
2022-09-24 09:20:00.000, 2022-09-24 03:20:00.000, 1.4359950573848186, 1.0
2022-09-24 09:30:00.000, 2022-09-24 03:30:00.000, 1.4392807722587326, 1.0
2022-09-24 09:40:00.000, 2022-09-24 03:40:00.000, 1.4455717268403119, 1.0
2022-09-24 09:50:00.000, 2022-09-24 03:50:00.000, 1.4549347064434128, 1.0
2022-09-24 10:00:00.000, 2022-09-24 04:00:00.000, 1.467470436742147, 1.0
2022-09-24 10:10:00.000, 2022-09-24 04:10:00.000, 1.483316278966918, 1.0
2022-09-24 10:20:00.000, 2022-09-24 04:20:00.000, 1.5026500039156956, 1.0
2022-09-24 10:30:00.000, 2022-09-24 04:30:00.000, 1.5256948426235295, 1.0
2022-09-24 10:40:00.000, 2022-09-24 04:40:00.000, 1.5527260898873105, 1.0
2022-09-24 10:50:00.000, 2022-09-24 04:50:00.000, 1.5840796402665938, 1.0
