UTC, LocalTime, airmass, obs_frac
2022-12-23 00:20:00.000, 2022-12-22 17:20:00.000, 2.076458427822736, 0.18181818181818182
2022-12-23 00:30:00.000, 2022-12-22 17:30:00.000, 1.9840194218293687, 1.0
2022-12-23 00:40:00.000, 2022-12-22 17:40:00.000, 1.903331861375798, 1.0
2022-12-23 00:50:00.000, 2022-12-22 17:50:00.000, 1.8326775999416558, 1.0
2022-12-23 01:00:00.000, 2022-12-22 18:00:00.000, 1.7706814266093331, 1.0
2022-12-23 01:10:00.000, 2022-12-22 18:10:00.000, 1.716232188635914, 1.0
2022-12-23 01:20:00.000, 2022-12-22 18:20:00.000, 1.668425025621856, 1.0
2022-12-23 01:30:00.000, 2022-12-22 18:30:00.000, 1.6265184483919772, 1.0
2022-12-23 01:40:00.000, 2022-12-22 18:40:00.000, 1.5899020425515742, 1.0
2022-12-23 01:50:00.000, 2022-12-22 18:50:00.000, 1.5580719023534975, 1.0
2022-12-23 02:00:00.000, 2022-12-22 19:00:00.000, 1.5306117770172778, 1.0
2022-12-23 02:10:00.000, 2022-12-22 19:10:00.000, 1.5071785023073396, 1.0
2022-12-23 02:20:00.000, 2022-12-22 19:20:00.000, 1.487490695396641, 1.0
2022-12-23 02:30:00.000, 2022-12-22 19:30:00.000, 1.471319973846788, 1.0
2022-12-23 02:40:00.000, 2022-12-22 19:40:00.000, 1.4584841603142022, 1.0
2022-12-23 02:50:00.000, 2022-12-22 19:50:00.000, 1.4488420797170347, 1.0
2022-12-23 03:00:00.000, 2022-12-22 20:00:00.000, 1.4422896626315025, 1.0
2022-12-23 03:10:00.000, 2022-12-22 20:10:00.000, 1.4387571495639806, 1.0
2022-12-23 03:20:00.000, 2022-12-22 20:20:00.000, 1.4382072537827932, 1.0
2022-12-23 03:30:00.000, 2022-12-22 20:30:00.000, 1.4406341915694791, 1.0
2022-12-23 03:40:00.000, 2022-12-22 20:40:00.000, 1.4460635325650157, 1.0
2022-12-23 03:50:00.000, 2022-12-22 20:50:00.000, 1.4545528629568538, 1.0
2022-12-23 04:00:00.000, 2022-12-22 21:00:00.000, 1.4661932937536137, 1.0
2022-12-23 04:10:00.000, 2022-12-22 21:10:00.000, 1.4811118884360237, 1.0
2022-12-23 04:20:00.000, 2022-12-22 21:20:00.000, 1.499475132260777, 1.0
2022-12-23 04:30:00.000, 2022-12-22 21:30:00.000, 1.5214936235430296, 1.0
2022-12-23 04:40:00.000, 2022-12-22 21:40:00.000, 1.5474282407026267, 1.0
2022-12-23 04:50:00.000, 2022-12-22 21:50:00.000, 1.5775981350586932, 1.0
2022-12-23 05:00:00.000, 2022-12-22 22:00:00.000, 1.612391028705314, 1.0
2022-12-23 05:10:00.000, 2022-12-22 22:10:00.000, 1.6522764744860472, 1.0
2022-12-23 05:20:00.000, 2022-12-22 22:20:00.000, 1.6978229837441379, 1.0
2022-12-23 05:30:00.000, 2022-12-22 22:30:00.000, 1.7497202815846282, 1.0
2022-12-23 05:40:00.000, 2022-12-22 22:40:00.000, 1.808808462187826, 1.0
2022-12-23 05:50:00.000, 2022-12-22 22:50:00.000, 1.8761165725787967, 1.0
2022-12-23 06:00:00.000, 2022-12-22 23:00:00.000, 1.9529142882614074, 0.5454545454545454
