UTC, LocalTime, airmass, obs_frac
2022-11-17 02:40:00.000, 2022-11-16 19:40:00.000, 2.091902853208459, 0.09090909090909091
2022-11-17 02:50:00.000, 2022-11-16 19:50:00.000, 1.9974676510065064, 1.0
2022-11-17 03:00:00.000, 2022-11-16 20:00:00.000, 1.9150863970498666, 1.0
2022-11-17 03:10:00.000, 2022-11-16 20:10:00.000, 1.8429791296607452, 1.0
2022-11-17 03:20:00.000, 2022-11-16 20:20:00.000, 1.7797234429072442, 1.0
2022-11-17 03:30:00.000, 2022-11-16 20:30:00.000, 1.724171603033544, 1.0
2022-11-17 03:40:00.000, 2022-11-16 20:40:00.000, 1.675389994568967, 1.0
2022-11-17 03:50:00.000, 2022-11-16 20:50:00.000, 1.632614222577627, 1.0
2022-11-17 04:00:00.000, 2022-11-16 21:00:00.000, 1.5952153907451068, 1.0
2022-11-17 04:10:00.000, 2022-11-16 21:10:00.000, 1.562674490725196, 1.0
2022-11-17 04:20:00.000, 2022-11-16 21:20:00.000, 1.5345627713387333, 1.0
2022-11-17 04:30:00.000, 2022-11-16 21:30:00.000, 1.5105265832767831, 1.0
2022-11-17 04:40:00.000, 2022-11-16 21:40:00.000, 1.4902756239860828, 1.0
2022-11-17 04:50:00.000, 2022-11-16 21:50:00.000, 1.4735738060481167, 1.0
2022-11-17 05:00:00.000, 2022-11-16 22:00:00.000, 1.4602321838137025, 1.0
2022-11-17 05:10:00.000, 2022-11-16 22:10:00.000, 1.45010352545311, 1.0
2022-11-17 05:20:00.000, 2022-11-16 22:20:00.000, 1.443078229608048, 1.0
2022-11-17 05:30:00.000, 2022-11-16 22:30:00.000, 1.4390813701327967, 1.0
2022-11-17 05:40:00.000, 2022-11-16 22:40:00.000, 1.4380707177667786, 1.0
2022-11-17 05:50:00.000, 2022-11-16 22:50:00.000, 1.4400356402643508, 1.0
2022-11-17 06:00:00.000, 2022-11-16 23:00:00.000, 1.4449968272055638, 1.0
2022-11-17 06:10:00.000, 2022-11-16 23:10:00.000, 1.453006826143522, 1.0
2022-11-17 06:20:00.000, 2022-11-16 23:20:00.000, 1.4641514161281366, 1.0
2022-11-17 06:30:00.000, 2022-11-16 23:30:00.000, 1.4785518860791087, 1.0
2022-11-17 06:40:00.000, 2022-11-16 23:40:00.000, 1.4963683322969756, 1.0
2022-11-17 06:50:00.000, 2022-11-16 23:50:00.000, 1.5178041455742528, 0.6363636363636364
