UTC, LocalTime, airmass, obs_frac
2022-11-16 02:50:00.000, 2022-11-15 19:50:00.000, 2.033045692095595, 0.6363636363636364
2022-11-16 03:00:00.000, 2022-11-15 20:00:00.000, 1.9461607124519775, 1.0
2022-11-16 03:10:00.000, 2022-11-15 20:10:00.000, 1.870201361946799, 1.0
2022-11-16 03:20:00.000, 2022-11-15 20:20:00.000, 1.8036160674316306, 1.0
2022-11-16 03:30:00.000, 2022-11-15 20:30:00.000, 1.745157384516282, 1.0
2022-11-16 03:40:00.000, 2022-11-15 20:40:00.000, 1.69381361726457, 1.0
2022-11-16 03:50:00.000, 2022-11-15 20:50:00.000, 1.648758399437899, 1.0
2022-11-16 04:00:00.000, 2022-11-15 21:00:00.000, 1.609313009395096, 1.0
2022-11-16 04:10:00.000, 2022-11-15 21:10:00.000, 1.5749178679913667, 1.0
2022-11-16 04:20:00.000, 2022-11-15 21:20:00.000, 1.5451107655427543, 1.0
2022-11-16 04:30:00.000, 2022-11-15 21:30:00.000, 1.5195100954532224, 1.0
2022-11-16 04:40:00.000, 2022-11-15 21:40:00.000, 1.497801869127703, 1.0
2022-11-16 04:50:00.000, 2022-11-15 21:50:00.000, 1.4797296304506484, 1.0
2022-11-16 05:00:00.000, 2022-11-15 22:00:00.000, 1.4650866297996905, 1.0
2022-11-16 05:10:00.000, 2022-11-15 22:10:00.000, 1.4537097905247713, 1.0
2022-11-16 05:20:00.000, 2022-11-15 22:20:00.000, 1.4454751269360393, 1.0
2022-11-16 05:30:00.000, 2022-11-15 22:30:00.000, 1.4402943668223325, 1.0
2022-11-16 05:40:00.000, 2022-11-15 22:40:00.000, 1.4381126034621927, 1.0
2022-11-16 05:50:00.000, 2022-11-15 22:50:00.000, 1.438906859124531, 0.36363636363636365
