UTC, LST, airmass, obs_frac
2022-11-15 03:00:00.000, 2022-11-14 20:00:00.000, 2.0277230625573526, 0.6363636363636364
2022-11-15 03:10:00.000, 2022-11-14 20:10:00.000, 1.940717529398929, 1.0
2022-11-15 03:20:00.000, 2022-11-14 20:20:00.000, 1.8646356624058518, 1.0
2022-11-15 03:30:00.000, 2022-11-14 20:30:00.000, 1.7979236943536805, 1.0
2022-11-15 03:40:00.000, 2022-11-14 20:40:00.000, 1.739332352197332, 1.0
2022-11-15 03:50:00.000, 2022-11-14 20:50:00.000, 1.6878483431826241, 1.0
2022-11-15 04:00:00.000, 2022-11-14 21:00:00.000, 1.6426438407239814, 1.0
2022-11-15 04:10:00.000, 2022-11-14 21:10:00.000, 1.6030387284837146, 1.0
2022-11-15 04:20:00.000, 2022-11-14 21:20:00.000, 1.5684720431669088, 1.0
2022-11-15 04:30:00.000, 2022-11-14 21:30:00.000, 1.538480156205169, 1.0
2022-11-15 04:40:00.000, 2022-11-14 21:40:00.000, 1.512679967842895, 1.0
2022-11-15 04:50:00.000, 2022-11-14 21:50:00.000, 1.490755885273379, 0.18181818181818182
