UTC, LST, airmass, obs_frac
2022-09-23 12:00:00.000, 2022-09-23 06:00:00.000, 1.8965127172665168, 1.0
2022-09-23 12:10:00.000, 2022-09-23 06:10:00.000, 1.9771389206667123, 0.2727272727272727
2022-09-24 06:20:00.000, 2022-09-24 00:20:00.000, 2.0703466255943477, 0.2727272727272727
2022-09-24 06:30:00.000, 2022-09-24 00:30:00.000, 1.9778914471278888, 1.0
2022-09-24 06:40:00.000, 2022-09-24 00:40:00.000, 1.8971710535713675, 1.0
2022-09-24 06:50:00.000, 2022-09-24 00:50:00.000, 1.8264680953412111, 1.0
2022-09-24 07:00:00.000, 2022-09-24 01:00:00.000, 1.7644078437773194, 1.0
2022-09-24 07:10:00.000, 2022-09-24 01:10:00.000, 1.7098793633080414, 1.0
2022-09-24 07:20:00.000, 2022-09-24 01:20:00.000, 1.6619777792755615, 1.0
2022-09-24 07:30:00.000, 2022-09-24 01:30:00.000, 1.6199613785894005, 1.0
2022-09-24 07:40:00.000, 2022-09-24 01:40:00.000, 1.5832193258309741, 1.0
2022-09-24 07:50:00.000, 2022-09-24 01:50:00.000, 1.5512471021646956, 1.0
2022-09-24 08:00:00.000, 2022-09-24 02:00:00.000, 1.5236276502557875, 1.0
2022-09-24 08:10:00.000, 2022-09-24 02:10:00.000, 1.5000167985732629, 1.0
2022-09-24 08:20:00.000, 2022-09-24 02:20:00.000, 1.4801319432921927, 1.0
2022-09-24 08:30:00.000, 2022-09-24 02:30:00.000, 1.4637432484867694, 1.0
2022-09-24 08:40:00.000, 2022-09-24 02:40:00.000, 1.4506668257799347, 1.0
2022-09-24 08:50:00.000, 2022-09-24 02:50:00.000, 1.4407594994296333, 1.0
2022-09-24 09:00:00.000, 2022-09-24 03:00:00.000, 1.4339148695238533, 1.0
2022-09-24 09:10:00.000, 2022-09-24 03:10:00.000, 1.4300604664345766, 1.0
2022-09-24 09:20:00.000, 2022-09-24 03:20:00.000, 1.4291558522292334, 1.0
2022-09-24 09:30:00.000, 2022-09-24 03:30:00.000, 1.431191575297741, 1.0
2022-09-24 09:40:00.000, 2022-09-24 03:40:00.000, 1.4361889274743507, 1.0
2022-09-24 09:50:00.000, 2022-09-24 03:50:00.000, 1.4442004919625056, 1.0
2022-09-24 10:00:00.000, 2022-09-24 04:00:00.000, 1.4553115084888, 1.0
2022-09-24 10:10:00.000, 2022-09-24 04:10:00.000, 1.4696421222942768, 1.0
2022-09-24 10:20:00.000, 2022-09-24 04:20:00.000, 1.4873506290324507, 1.0
2022-09-24 10:30:00.000, 2022-09-24 04:30:00.000, 1.5086378822191142, 1.0
2022-09-24 10:40:00.000, 2022-09-24 04:40:00.000, 1.5337530985120265, 1.0
2022-09-24 10:50:00.000, 2022-09-24 04:50:00.000, 1.563001385509947, 1.0
