UTC, LST, airmass, obs_frac
2022-12-20 00:40:00.000, 2022-12-19 17:40:00.000, 2.050334153100172, 0.4
2022-12-20 00:50:00.000, 2022-12-19 17:50:00.000, 1.9604492919206007, 1.0
2022-12-20 01:00:00.000, 2022-12-19 18:00:00.000, 1.8819138663007426, 1.0
2022-12-20 01:10:00.000, 2022-12-19 18:10:00.000, 1.813088636023401, 1.0
2022-12-20 01:20:00.000, 2022-12-19 18:20:00.000, 1.752658670801795, 1.0
2022-12-20 01:30:00.000, 2022-12-19 18:30:00.000, 1.6995595005303996, 1.0
2022-12-20 01:40:00.000, 2022-12-19 18:40:00.000, 1.65292285942026, 1.0
2022-12-20 01:50:00.000, 2022-12-19 18:50:00.000, 1.6120362588836332, 1.0
2022-12-20 02:00:00.000, 2022-12-19 19:00:00.000, 1.5763124915991527, 1.0
2022-12-20 02:10:00.000, 2022-12-19 19:10:00.000, 1.545266384030104, 1.0
2022-12-20 02:20:00.000, 2022-12-19 19:20:00.000, 1.5184969210984263, 1.0
2022-12-20 02:30:00.000, 2022-12-19 19:30:00.000, 1.4956734121581703, 1.0
2022-12-20 02:40:00.000, 2022-12-19 19:40:00.000, 1.4765247428903001, 1.0
2022-12-20 02:50:00.000, 2022-12-19 19:50:00.000, 1.460831020645556, 1.0
2022-12-20 03:00:00.000, 2022-12-19 20:00:00.000, 1.448417108004966, 1.0
2022-12-20 03:10:00.000, 2022-12-19 20:10:00.000, 1.4391476751069416, 1.0
2022-12-20 03:20:00.000, 2022-12-19 20:20:00.000, 1.4329235017701523, 1.0
2022-12-20 03:30:00.000, 2022-12-19 20:30:00.000, 1.4296788366559314, 1.0
2022-12-20 03:40:00.000, 2022-12-19 20:40:00.000, 1.4293796803773735, 1.0
2022-12-20 03:50:00.000, 2022-12-19 20:50:00.000, 1.4320229081507005, 1.0
2022-12-20 04:00:00.000, 2022-12-19 21:00:00.000, 1.437636189521737, 1.0
2022-12-20 04:10:00.000, 2022-12-19 21:10:00.000, 1.446278701304726, 1.0
2022-12-20 04:20:00.000, 2022-12-19 21:20:00.000, 1.4580426681743153, 1.0
2022-12-20 04:30:00.000, 2022-12-19 21:30:00.000, 1.4730558063512387, 1.0
2022-12-20 04:40:00.000, 2022-12-19 21:40:00.000, 1.491484792827284, 1.0
2022-12-20 04:50:00.000, 2022-12-19 21:50:00.000, 1.513539939605917, 1.0
2022-12-20 05:00:00.000, 2022-12-19 22:00:00.000, 1.5394813247390589, 1.0
2022-12-20 05:10:00.000, 2022-12-19 22:10:00.000, 1.5696267267160937, 1.0
2022-12-20 05:20:00.000, 2022-12-19 22:20:00.000, 1.6043618362460503, 1.0
2022-12-20 05:30:00.000, 2022-12-19 22:30:00.000, 1.644153394594496, 1.0
2022-12-20 05:40:00.000, 2022-12-19 22:40:00.000, 1.689566152651103, 1.0
2022-12-20 05:50:00.000, 2022-12-19 22:50:00.000, 1.741284893629102, 1.0
2022-12-20 06:00:00.000, 2022-12-19 23:00:00.000, 1.8001432671115019, 1.0
2022-12-20 06:10:00.000, 2022-12-19 23:10:00.000, 1.8671619257937786, 1.0
2022-12-20 06:20:00.000, 2022-12-19 23:20:00.000, 1.9435995721264583, 0.6363636363636364
