UTC, LST, airmass, obs_frac
2022-11-26 02:20:00.000, 2022-11-25 19:20:00.000, 1.9981546472838891, 1.0
2022-11-26 02:30:00.000, 2022-11-25 19:30:00.000, 1.9148905362993185, 1.0
2022-11-26 02:40:00.000, 2022-11-25 19:40:00.000, 1.8420067866572645, 1.0
2022-11-26 02:50:00.000, 2022-11-25 19:50:00.000, 1.7780574543974932, 1.0
2022-11-26 03:00:00.000, 2022-11-25 20:00:00.000, 1.721876442577805, 1.0
2022-11-26 03:10:00.000, 2022-11-25 20:10:00.000, 1.6725155462772205, 1.0
2022-11-26 03:20:00.000, 2022-11-25 20:20:00.000, 1.6291985616824896, 1.0
2022-11-26 03:30:00.000, 2022-11-25 20:30:00.000, 1.5912868463764653, 1.0
2022-11-26 03:40:00.000, 2022-11-25 20:40:00.000, 1.5582531797446422, 1.0
2022-11-26 03:50:00.000, 2022-11-25 20:50:00.000, 1.5296617344343308, 1.0
2022-11-26 04:00:00.000, 2022-11-25 21:00:00.000, 1.5051526152876895, 1.0
2022-11-26 04:10:00.000, 2022-11-25 21:10:00.000, 1.4844298631592008, 1.0
2022-11-26 04:20:00.000, 2022-11-25 21:20:00.000, 1.4672521275370867, 1.0
2022-11-26 04:30:00.000, 2022-11-25 21:30:00.000, 1.4534254285563781, 1.0
2022-11-26 04:40:00.000, 2022-11-25 21:40:00.000, 1.4427975848500247, 1.0
2022-11-26 04:50:00.000, 2022-11-25 21:50:00.000, 1.4352539979587193, 1.0
2022-11-26 05:00:00.000, 2022-11-25 22:00:00.000, 1.4307145697125352, 1.0
2022-11-26 05:10:00.000, 2022-11-25 22:10:00.000, 1.4291315950917272, 1.0
2022-11-26 05:20:00.000, 2022-11-25 22:20:00.000, 1.4304885259665023, 1.0
2022-11-26 05:30:00.000, 2022-11-25 22:30:00.000, 1.4347995455403257, 1.0
2022-11-26 05:40:00.000, 2022-11-25 22:40:00.000, 1.4421099329909686, 1.0
2022-11-26 05:50:00.000, 2022-11-25 22:50:00.000, 1.4524972358733643, 1.0
2022-11-26 06:00:00.000, 2022-11-25 23:00:00.000, 1.4660733072877807, 1.0
2022-11-26 06:10:00.000, 2022-11-25 23:10:00.000, 1.4829873087546255, 1.0
2022-11-26 06:20:00.000, 2022-11-25 23:20:00.000, 1.503429831827749, 1.0
2022-11-26 06:30:00.000, 2022-11-25 23:30:00.000, 1.527638356358528, 1.0
2022-11-26 06:40:00.000, 2022-11-25 23:40:00.000, 1.5559043472315774, 1.0
2022-11-26 06:50:00.000, 2022-11-25 23:50:00.000, 1.58858240307491, 1.0
2022-11-26 07:00:00.000, 2022-11-26 00:00:00.000, 1.6261020225277751, 1.0
2022-11-26 07:10:00.000, 2022-11-26 00:10:00.000, 1.6689827647736433, 1.0
2022-11-26 07:20:00.000, 2022-11-26 00:20:00.000, 1.7178538793193854, 1.0
2022-11-26 07:30:00.000, 2022-11-26 00:30:00.000, 1.773479908587898, 1.0
2022-11-26 07:40:00.000, 2022-11-26 00:40:00.000, 1.8367943933768962, 1.0
2022-11-26 07:50:00.000, 2022-11-26 00:50:00.000, 1.9089447436074505, 1.0
2022-11-26 08:00:00.000, 2022-11-26 01:00:00.000, 1.9913527513515568, 0.09090909090909091
