UTC, LST, airmass, obs_frac
2022-09-02 12:00:00.000, 2022-09-02 06:00:00.000, 1.5170094400961325, 0.36363636363636365
2022-09-03 07:50:00.000, 2022-09-03 01:50:00.000, 2.0003792939475336, 0.9090909090909091
2022-09-03 08:00:00.000, 2022-09-03 02:00:00.000, 1.9168330827598485, 1.0
2022-09-03 08:10:00.000, 2022-09-03 02:10:00.000, 1.8437077556235402, 1.0
2022-09-03 08:20:00.000, 2022-09-03 02:20:00.000, 1.7795493703863419, 1.0
2022-09-03 08:30:00.000, 2022-09-03 02:30:00.000, 1.7231856459449373, 1.0
2022-09-03 08:40:00.000, 2022-09-03 02:40:00.000, 1.6736635275079363, 1.0
2022-09-03 08:50:00.000, 2022-09-03 02:50:00.000, 1.6302029565798106, 1.0
2022-09-03 09:00:00.000, 2022-09-03 03:00:00.000, 1.5921621873831138, 1.0
2022-09-03 09:10:00.000, 2022-09-03 03:10:00.000, 1.5590114690437678, 1.0
2022-09-03 09:20:00.000, 2022-09-03 03:20:00.000, 1.5303128847982663, 1.0
2022-09-03 09:30:00.000, 2022-09-03 03:30:00.000, 1.505704791313552, 1.0
2022-09-03 09:40:00.000, 2022-09-03 03:40:00.000, 1.484889746341919, 1.0
2022-09-03 09:50:00.000, 2022-09-03 03:50:00.000, 1.4676251221853076, 1.0
2022-09-03 10:00:00.000, 2022-09-03 04:00:00.000, 1.4537158209619132, 1.0
2022-09-03 10:10:00.000, 2022-09-03 04:10:00.000, 1.4430086647820057, 1.0
2022-09-03 10:20:00.000, 2022-09-03 04:20:00.000, 1.4353881490790372, 1.0
2022-09-03 10:30:00.000, 2022-09-03 04:30:00.000, 1.4307733336263573, 1.0
2022-09-03 10:40:00.000, 2022-09-03 04:40:00.000, 1.4291157122686864, 1.0
2022-09-03 10:50:00.000, 2022-09-03 04:50:00.000, 1.4303979555562494, 1.0
