UTC, LST, airmass, obs_frac
2022-11-22 02:30:00.000, 2022-11-21 19:30:00.000, 2.0511935878366776, 0.45454545454545453
2022-11-22 02:40:00.000, 2022-11-21 19:40:00.000, 1.9611970325714014, 1.0
2022-11-22 02:50:00.000, 2022-11-21 19:50:00.000, 1.8825665131617633, 1.0
2022-11-22 03:00:00.000, 2022-11-21 20:00:00.000, 1.8136594335335272, 1.0
2022-11-22 03:10:00.000, 2022-11-21 20:10:00.000, 1.7531582900437968, 1.0
2022-11-22 03:20:00.000, 2022-11-21 20:20:00.000, 1.699996609836655, 1.0
2022-11-22 03:30:00.000, 2022-11-21 20:30:00.000, 1.6533045467255831, 1.0
2022-11-22 03:40:00.000, 2022-11-21 20:40:00.000, 1.61236834845775, 1.0
2022-11-22 03:50:00.000, 2022-11-21 20:50:00.000, 1.5765997842632677, 1.0
2022-11-22 04:00:00.000, 2022-11-21 21:00:00.000, 1.545512841063417, 1.0
2022-11-22 04:10:00.000, 2022-11-21 21:10:00.000, 1.5187058060725058, 1.0
2022-11-22 04:20:00.000, 2022-11-21 21:20:00.000, 1.495847400863397, 1.0
2022-11-22 04:30:00.000, 2022-11-21 21:30:00.000, 1.4766660086869836, 1.0
2022-11-22 04:40:00.000, 2022-11-21 21:40:00.000, 1.4609413005721485, 1.0
2022-11-22 04:50:00.000, 2022-11-21 21:50:00.000, 1.4484977535376993, 1.0
2022-11-22 05:00:00.000, 2022-11-21 22:00:00.000, 1.4391996904099946, 1.0
2022-11-22 05:10:00.000, 2022-11-21 22:10:00.000, 1.4329475714844777, 1.0
2022-11-22 05:20:00.000, 2022-11-21 22:20:00.000, 1.4296753446645531, 1.0
2022-11-22 05:30:00.000, 2022-11-21 22:30:00.000, 1.4293487204953939, 1.0
2022-11-22 05:40:00.000, 2022-11-21 22:40:00.000, 1.431964287276922, 1.0
2022-11-22 05:50:00.000, 2022-11-21 22:50:00.000, 1.4375494234201087, 1.0
2022-11-22 06:00:00.000, 2022-11-21 23:00:00.000, 1.44616300282931, 1.0
2022-11-22 06:10:00.000, 2022-11-21 23:10:00.000, 1.4578969273830198, 1.0
2022-11-22 06:20:00.000, 2022-11-21 23:20:00.000, 1.472878561542271, 1.0
2022-11-22 06:30:00.000, 2022-11-21 23:30:00.000, 1.4912741910441087, 1.0
2022-11-22 06:40:00.000, 2022-11-21 23:40:00.000, 1.5132936845477394, 1.0
2022-11-22 06:50:00.000, 2022-11-21 23:50:00.000, 1.5391966092267897, 1.0
2022-11-22 07:00:00.000, 2022-11-22 00:00:00.000, 1.5693001458170062, 1.0
2022-11-22 07:10:00.000, 2022-11-22 00:10:00.000, 1.6039892757348653, 1.0
2022-11-22 07:20:00.000, 2022-11-22 00:20:00.000, 1.6437298874535744, 1.0
2022-11-22 07:30:00.000, 2022-11-22 00:30:00.000, 1.68908569352394, 1.0
2022-11-22 07:40:00.000, 2022-11-22 00:40:00.000, 1.7407401971419976, 1.0
2022-11-22 07:50:00.000, 2022-11-22 00:50:00.000, 1.7995254501413143, 1.0
2022-11-22 08:00:00.000, 2022-11-22 01:00:00.000, 1.8664600850883308, 1.0
2022-11-22 08:10:00.000, 2022-11-22 01:10:00.000, 1.942800215556862, 0.7
