UTC, LST, airmass, obs_frac
2022-12-13 01:10:00.000, 2022-12-12 18:10:00.000, 2.0269032933879414, 0.7272727272727273
2022-12-13 01:20:00.000, 2022-12-12 18:20:00.000, 1.9400036496695308, 1.0
2022-12-13 01:30:00.000, 2022-12-12 18:30:00.000, 1.8640121849311586, 1.0
2022-12-13 01:40:00.000, 2022-12-12 18:40:00.000, 1.7973782307985224, 1.0
2022-12-13 01:50:00.000, 2022-12-12 18:50:00.000, 1.7388548994917052, 1.0
2022-12-13 02:00:00.000, 2022-12-12 19:00:00.000, 1.6874307611468982, 1.0
2022-12-13 02:10:00.000, 2022-12-12 19:10:00.000, 1.6422794640949259, 1.0
2022-12-13 02:20:00.000, 2022-12-12 19:20:00.000, 1.6027220751012299, 1.0
2022-12-13 02:30:00.000, 2022-12-12 19:30:00.000, 1.5681985921000037, 1.0
2022-12-13 02:40:00.000, 2022-12-12 19:40:00.000, 1.5382461775450147, 1.0
2022-12-13 02:50:00.000, 2022-12-12 19:50:00.000, 1.512482391240696, 1.0
2022-12-13 03:00:00.000, 2022-12-12 20:00:00.000, 1.4905921979744776, 1.0
2022-12-13 03:10:00.000, 2022-12-12 20:10:00.000, 1.4723178684792546, 1.0
2022-12-13 03:20:00.000, 2022-12-12 20:20:00.000, 1.4574511335750042, 1.0
2022-12-13 03:30:00.000, 2022-12-12 20:30:00.000, 1.445827123951351, 1.0
2022-12-13 03:40:00.000, 2022-12-12 20:40:00.000, 1.4373197538204985, 0.3
