UTC, LST, airmass, obs_frac
2022-11-23 02:30:00.000, 2022-11-22 19:30:00.000, 2.014333178569302, 0.8181818181818182
2022-11-23 02:40:00.000, 2022-11-22 19:40:00.000, 1.9290259790097044, 1.0
2022-11-23 02:50:00.000, 2022-11-22 19:50:00.000, 1.854394432290188, 1.0
2022-11-23 03:00:00.000, 2022-11-22 20:00:00.000, 1.7889341688573757, 1.0
2022-11-23 03:10:00.000, 2022-11-22 20:10:00.000, 1.7314339719275424, 1.0
2022-11-23 03:20:00.000, 2022-11-22 20:20:00.000, 1.6809102927421922, 1.0
2022-11-23 03:30:00.000, 2022-11-22 20:30:00.000, 1.6365588682268606, 1.0
2022-11-23 03:40:00.000, 2022-11-22 20:40:00.000, 1.5977184919469543, 1.0
2022-11-23 03:50:00.000, 2022-11-22 20:50:00.000, 1.5638435685090304, 1.0
2022-11-23 04:00:00.000, 2022-11-22 21:00:00.000, 1.5344831170923847, 1.0
2022-11-23 04:10:00.000, 2022-11-22 21:10:00.000, 1.5092645822761883, 1.0
2022-11-23 04:20:00.000, 2022-11-22 21:20:00.000, 1.4878812819288891, 1.0
2022-11-23 04:30:00.000, 2022-11-22 21:30:00.000, 1.470082648712668, 1.0
2022-11-23 04:40:00.000, 2022-11-22 21:40:00.000, 1.4556666520573671, 1.0
2022-11-23 04:50:00.000, 2022-11-22 21:50:00.000, 1.4444739525901347, 1.0
2022-11-23 05:00:00.000, 2022-11-22 22:00:00.000, 1.436383461644569, 1.0
2022-11-23 05:10:00.000, 2022-11-22 22:10:00.000, 1.4313090685408074, 1.0
2022-11-23 05:20:00.000, 2022-11-22 22:20:00.000, 1.4291973674090472, 1.0
2022-11-23 05:30:00.000, 2022-11-22 22:30:00.000, 1.430026270204368, 1.0
2022-11-23 05:40:00.000, 2022-11-22 22:40:00.000, 1.4338044382093345, 1.0
2022-11-23 05:50:00.000, 2022-11-22 22:50:00.000, 1.440571504600773, 1.0
2022-11-23 06:00:00.000, 2022-11-22 23:00:00.000, 1.4503990987943012, 1.0
2022-11-23 06:10:00.000, 2022-11-22 23:10:00.000, 1.4633927222522973, 1.0
2022-11-23 06:20:00.000, 2022-11-22 23:20:00.000, 1.4796945683219977, 1.0
2022-11-23 06:30:00.000, 2022-11-22 23:30:00.000, 1.4994874289908944, 1.0
2022-11-23 06:40:00.000, 2022-11-22 23:40:00.000, 1.5229998936264804, 1.0
2022-11-23 06:50:00.000, 2022-11-22 23:50:00.000, 1.550513124702029, 1.0
2022-11-23 07:00:00.000, 2022-11-23 00:00:00.000, 1.5823696014103648, 1.0
2022-11-23 07:10:00.000, 2022-11-23 00:10:00.000, 1.6189843657284748, 1.0
2022-11-23 07:20:00.000, 2022-11-23 00:20:00.000, 1.6608595042805003, 1.0
2022-11-23 07:30:00.000, 2022-11-23 00:30:00.000, 1.7086028793215076, 1.0
2022-11-23 07:40:00.000, 2022-11-23 00:40:00.000, 1.7629525232401715, 1.0
2022-11-23 07:50:00.000, 2022-11-23 00:50:00.000, 1.8248086954203129, 1.0
2022-11-23 08:00:00.000, 2022-11-23 01:00:00.000, 1.8952764672280265, 1.0
2022-11-23 08:10:00.000, 2022-11-23 01:10:00.000, 1.9757230114802808, 0.3
